reception_time,controller,order,n,lsg,answer,correct,time,grammatical
1645601919,AcceptabilityJudgment,38,0,16,7,NULL,3928,1
1645602072,AcceptabilityJudgment,43,0,18,,,,1
1645602072,AcceptabilityJudgment,43,0,18,5,NULL,11693,1
1645602072,AcceptabilityJudgment,47,0,20,,,,0
1645602072,AcceptabilityJudgment,47,0,20,1,NULL,11422,0
1645602072,AcceptabilityJudgment,36,0,15,,,,1
1645602072,AcceptabilityJudgment,36,0,15,7,NULL,10274,1
1645602072,AcceptabilityJudgment,52,0,23,,,,0
1645602072,AcceptabilityJudgment,52,0,23,1,NULL,32273,0
1645602072,AcceptabilityJudgment,35,0,14,,,,1
1645602072,AcceptabilityJudgment,35,0,14,2,NULL,16675,1
1645602072,AcceptabilityJudgment,48,0,21,,,,0
1645602072,AcceptabilityJudgment,48,0,21,1,NULL,30111,0
1645602072,AcceptabilityJudgment,40,0,17,,,,1
1645602072,AcceptabilityJudgment,40,0,17,7,NULL,24035,1
1645602072,AcceptabilityJudgment,51,0,22,,,,0
1645602072,AcceptabilityJudgment,51,0,22,2,NULL,12585,0
1645602072,AcceptabilityJudgment,32,0,13,,,,1
1645602072,AcceptabilityJudgment,32,0,13,7,NULL,3520,1
1645602072,AcceptabilityJudgment,44,0,19,,,,0
1645602072,AcceptabilityJudgment,44,0,19,1,NULL,3549,0
1645602072,AcceptabilityJudgment,39,0,16,,,,1
1645602072,AcceptabilityJudgment,39,0,16,5,NULL,17186,1
1645602072,AcceptabilityJudgment,55,0,24,,,,0
1645602072,AcceptabilityJudgment,55,0,24,1,NULL,9341,0
1645602393,AcceptabilityJudgment,41,0,17,,,,1
1645602393,AcceptabilityJudgment,41,0,17,6,NULL,16462,1
1645602393,AcceptabilityJudgment,46,0,20,,,,0
1645602393,AcceptabilityJudgment,46,0,20,1,NULL,3937,0
1645602393,AcceptabilityJudgment,34,0,14,,,,1
1645602393,AcceptabilityJudgment,34,0,14,7,NULL,6463,1
1645602393,AcceptabilityJudgment,50,0,22,,,,0
1645602393,AcceptabilityJudgment,50,0,22,1,NULL,10457,0
1645602393,AcceptabilityJudgment,33,0,13,,,,1
1645602393,AcceptabilityJudgment,33,0,13,4,NULL,23844,1
1645602393,AcceptabilityJudgment,49,0,21,,,,0
1645602393,AcceptabilityJudgment,49,0,21,1,NULL,4442,0
1645602393,AcceptabilityJudgment,42,0,18,,,,1
1645602393,AcceptabilityJudgment,42,0,18,7,NULL,9632,1
1645602393,AcceptabilityJudgment,53,0,23,,,,0
1645602393,AcceptabilityJudgment,53,0,23,1,NULL,5905,0
1645602393,AcceptabilityJudgment,37,0,15,,,,1
1645602393,AcceptabilityJudgment,37,0,15,3,NULL,4508,1
1645602393,AcceptabilityJudgment,54,0,24,,,,0
1645602393,AcceptabilityJudgment,54,0,24,1,NULL,5411,0
1645602393,AcceptabilityJudgment,38,0,16,,,,1
1645602393,AcceptabilityJudgment,38,0,16,7,NULL,3453,1
1645602393,AcceptabilityJudgment,45,0,19,,,,0
1645602393,AcceptabilityJudgment,45,0,19,1,NULL,5899,0
1645602821,AcceptabilityJudgment,40,0,17,,,,1
1645602821,AcceptabilityJudgment,40,0,17,7,NULL,8345,1
1645602821,AcceptabilityJudgment,55,0,24,,,,0
1645602821,AcceptabilityJudgment,55,0,24,3,NULL,15201,0
1645602821,AcceptabilityJudgment,35,0,14,,,,1
1645602821,AcceptabilityJudgment,35,0,14,7,NULL,4750,1
1645602821,AcceptabilityJudgment,48,0,21,,,,0
1645602821,AcceptabilityJudgment,48,0,21,1,NULL,2785,0
1645602821,AcceptabilityJudgment,43,0,18,,,,1
1645602821,AcceptabilityJudgment,43,0,18,7,NULL,3824,1
1645602821,AcceptabilityJudgment,47,0,20,,,,0
1645602821,AcceptabilityJudgment,47,0,20,1,NULL,5476,0
1645602821,AcceptabilityJudgment,36,0,15,,,,1
1645602821,AcceptabilityJudgment,36,0,15,7,NULL,7066,1
1645602821,AcceptabilityJudgment,51,0,22,,,,0
1645602821,AcceptabilityJudgment,51,0,22,1,NULL,5196,0
1645602821,AcceptabilityJudgment,39,0,16,,,,1
1645602821,AcceptabilityJudgment,39,0,16,7,NULL,7182,1
1645602821,AcceptabilityJudgment,52,0,23,,,,0
1645602821,AcceptabilityJudgment,52,0,23,1,NULL,5998,0
1645602821,AcceptabilityJudgment,32,0,13,,,,1
1645602821,AcceptabilityJudgment,32,0,13,7,NULL,4733,1
1645602821,AcceptabilityJudgment,44,0,19,,,,0
1645602821,AcceptabilityJudgment,44,0,19,2,NULL,3108,0
1645603146,AcceptabilityJudgment,41,0,17,,,,1
1645603146,AcceptabilityJudgment,41,0,17,1,NULL,15006,1
1645603146,AcceptabilityJudgment,54,0,24,,,,0
1645603146,AcceptabilityJudgment,54,0,24,1,NULL,12071,0
1645603146,AcceptabilityJudgment,42,0,18,,,,1
1645603146,AcceptabilityJudgment,42,0,18,6,NULL,23377,1
1645603146,AcceptabilityJudgment,50,0,22,,,,0
1645603146,AcceptabilityJudgment,50,0,22,1,NULL,15456,0
1645603146,AcceptabilityJudgment,37,0,15,,,,1
1645603146,AcceptabilityJudgment,37,0,15,3,NULL,25795,1
1645603146,AcceptabilityJudgment,45,0,19,,,,0
1645603146,AcceptabilityJudgment,45,0,19,1,NULL,11959,0
1645603146,AcceptabilityJudgment,34,0,14,,,,1
1645603146,AcceptabilityJudgment,34,0,14,5,NULL,25298,1
1645603146,AcceptabilityJudgment,49,0,21,,,,0
1645603146,AcceptabilityJudgment,49,0,21,4,NULL,13373,0
1645603146,AcceptabilityJudgment,33,0,13,,,,1
1645603146,AcceptabilityJudgment,33,0,13,6,NULL,17624,1
1645603146,AcceptabilityJudgment,53,0,23,,,,0
1645603146,AcceptabilityJudgment,53,0,23,3,NULL,15475,0
1645603146,AcceptabilityJudgment,38,0,16,,,,1
1645603146,AcceptabilityJudgment,38,0,16,6,NULL,12394,1
1645603146,AcceptabilityJudgment,46,0,20,,,,0
1645603146,AcceptabilityJudgment,46,0,20,1,NULL,21127,0
1645603293,AcceptabilityJudgment,53,0,23,,,,0
1645603293,AcceptabilityJudgment,53,0,23,2,NULL,20756,0
1645603293,AcceptabilityJudgment,33,0,13,,,,1
1645603293,AcceptabilityJudgment,33,0,13,6,NULL,18714,1
1645603293,AcceptabilityJudgment,45,0,19,,,,0
1645603293,AcceptabilityJudgment,45,0,19,1,NULL,5437,0
1645603293,AcceptabilityJudgment,42,0,18,,,,1
1645603293,AcceptabilityJudgment,42,0,18,7,NULL,6814,1
1645603293,AcceptabilityJudgment,50,0,22,,,,0
1645603293,AcceptabilityJudgment,50,0,22,1,NULL,4833,0
1645603293,AcceptabilityJudgment,34,0,14,,,,1
1645603293,AcceptabilityJudgment,34,0,14,7,NULL,7031,1
1645603293,AcceptabilityJudgment,49,0,21,,,,0
1645603293,AcceptabilityJudgment,49,0,21,2,NULL,5899,0
1645603293,AcceptabilityJudgment,37,0,15,,,,1
1645603293,AcceptabilityJudgment,37,0,15,6,NULL,7902,1
1645603293,AcceptabilityJudgment,46,0,20,,,,0
1645603293,AcceptabilityJudgment,46,0,20,1,NULL,3578,0
1645603293,AcceptabilityJudgment,41,0,17,,,,1
1645603293,AcceptabilityJudgment,41,0,17,7,NULL,4891,1
1645603293,AcceptabilityJudgment,54,0,24,,,,0
1645603293,AcceptabilityJudgment,54,0,24,1,NULL,3667,0
1645603293,AcceptabilityJudgment,38,0,16,,,,1
1645603293,AcceptabilityJudgment,38,0,16,7,NULL,2807,1
1645604450,AcceptabilityJudgment,47,0,20,,,,0
1645604450,AcceptabilityJudgment,47,0,20,1,NULL,4498,0
1645604450,AcceptabilityJudgment,32,0,13,,,,1
1645604450,AcceptabilityJudgment,32,0,13,7,NULL,7186,1
1645604450,AcceptabilityJudgment,44,0,19,,,,0
1645604450,AcceptabilityJudgment,44,0,19,1,NULL,4923,0
1645604450,AcceptabilityJudgment,36,0,15,,,,1
1645604450,AcceptabilityJudgment,36,0,15,7,NULL,14358,1
1645604450,AcceptabilityJudgment,52,0,23,,,,0
1645604450,AcceptabilityJudgment,52,0,23,1,NULL,4161,0
1645604450,AcceptabilityJudgment,39,0,16,,,,1
1645604450,AcceptabilityJudgment,39,0,16,7,NULL,10211,1
1645604450,AcceptabilityJudgment,48,0,21,,,,0
1645604450,AcceptabilityJudgment,48,0,21,2,NULL,6595,0
1645604450,AcceptabilityJudgment,40,0,17,,,,1
1645604450,AcceptabilityJudgment,40,0,17,7,NULL,9823,1
1645604450,AcceptabilityJudgment,55,0,24,,,,0
1645604450,AcceptabilityJudgment,55,0,24,1,NULL,4901,0
1645604450,AcceptabilityJudgment,35,0,14,,,,1
1645604450,AcceptabilityJudgment,35,0,14,7,NULL,5509,1
1645604450,AcceptabilityJudgment,51,0,22,,,,0
1645604450,AcceptabilityJudgment,51,0,22,1,NULL,5663,0
1645604450,AcceptabilityJudgment,43,0,18,,,,1
1645604450,AcceptabilityJudgment,43,0,18,7,NULL,6310,1
1645604504,AcceptabilityJudgment,42,0,18,,,,1
1645604504,AcceptabilityJudgment,42,0,18,7,NULL,9314,1
1645604504,AcceptabilityJudgment,49,0,21,,,,0
1645604504,AcceptabilityJudgment,49,0,21,1,NULL,9824,0
1645604504,AcceptabilityJudgment,38,0,16,,,,1
1645604504,AcceptabilityJudgment,38,0,16,7,NULL,8719,1
1645604504,AcceptabilityJudgment,50,0,22,,,,0
1645604504,AcceptabilityJudgment,50,0,22,1,NULL,7748,0
1645604504,AcceptabilityJudgment,37,0,15,,,,1
1645604504,AcceptabilityJudgment,37,0,15,4,NULL,11645,1
1645604504,AcceptabilityJudgment,45,0,19,,,,0
1645604504,AcceptabilityJudgment,45,0,19,1,NULL,8199,0
1645604504,AcceptabilityJudgment,33,0,13,,,,1
1645604504,AcceptabilityJudgment,33,0,13,7,NULL,13825,1
1645604504,AcceptabilityJudgment,46,0,20,,,,0
1645604504,AcceptabilityJudgment,46,0,20,1,NULL,5104,0
1645604504,AcceptabilityJudgment,41,0,17,,,,1
1645604504,AcceptabilityJudgment,41,0,17,7,NULL,4180,1
1645604504,AcceptabilityJudgment,54,0,24,,,,0
1645604504,AcceptabilityJudgment,54,0,24,1,NULL,7070,0
1645604504,AcceptabilityJudgment,34,0,14,,,,1
1645604504,AcceptabilityJudgment,34,0,14,1,NULL,15200,1
1645604504,AcceptabilityJudgment,53,0,23,,,,0
1645604504,AcceptabilityJudgment,53,0,23,1,NULL,10563,0
1645605013,AcceptabilityJudgment,35,0,14,,,,1
1645605013,AcceptabilityJudgment,35,0,14,7,NULL,11394,1
1645605013,AcceptabilityJudgment,51,0,22,,,,0
1645605013,AcceptabilityJudgment,51,0,22,2,NULL,51020,0
1645605013,AcceptabilityJudgment,32,0,13,,,,1
1645605013,AcceptabilityJudgment,32,0,13,7,NULL,7026,1
1645605013,AcceptabilityJudgment,55,0,24,,,,0
1645605013,AcceptabilityJudgment,55,0,24,1,NULL,14562,0
1645605013,AcceptabilityJudgment,39,0,16,,,,1
1645605013,AcceptabilityJudgment,39,0,16,2,NULL,23152,1
1645605013,AcceptabilityJudgment,44,0,19,,,,0
1645605013,AcceptabilityJudgment,44,0,19,1,NULL,12005,0
1645605013,AcceptabilityJudgment,43,0,18,,,,1
1645605013,AcceptabilityJudgment,43,0,18,7,NULL,9256,1
1645605013,AcceptabilityJudgment,48,0,21,,,,0
1645605013,AcceptabilityJudgment,48,0,21,1,NULL,8867,0
1645605013,AcceptabilityJudgment,36,0,15,,,,1
1645605013,AcceptabilityJudgment,36,0,15,7,NULL,18056,1
1645605013,AcceptabilityJudgment,47,0,20,,,,0
1645605013,AcceptabilityJudgment,47,0,20,1,NULL,13804,0
1645605013,AcceptabilityJudgment,40,0,17,,,,1
1645605013,AcceptabilityJudgment,40,0,17,7,NULL,48175,1
1645605013,AcceptabilityJudgment,52,0,23,,,,0
1645605013,AcceptabilityJudgment,52,0,23,1,NULL,11090,0
1645605128,AcceptabilityJudgment,41,0,17,,,,1
1645605128,AcceptabilityJudgment,41,0,17,3,NULL,21017,1
1645605128,AcceptabilityJudgment,45,0,19,,,,0
1645605128,AcceptabilityJudgment,45,0,19,1,NULL,9034,0
1645605128,AcceptabilityJudgment,38,0,16,,,,1
1645605128,AcceptabilityJudgment,38,0,16,7,NULL,6747,1
1645605128,AcceptabilityJudgment,49,0,21,,,,0
1645605128,AcceptabilityJudgment,49,0,21,3,NULL,12217,0
1645605128,AcceptabilityJudgment,42,0,18,,,,1
1645605128,AcceptabilityJudgment,42,0,18,7,NULL,11408,1
1645605128,AcceptabilityJudgment,46,0,20,,,,0
1645605128,AcceptabilityJudgment,46,0,20,3,NULL,13963,0
1645605128,AcceptabilityJudgment,37,0,15,,,,1
1645605128,AcceptabilityJudgment,37,0,15,7,NULL,11302,1
1645605128,AcceptabilityJudgment,54,0,24,,,,0
1645605128,AcceptabilityJudgment,54,0,24,5,NULL,24596,0
1645605128,AcceptabilityJudgment,33,0,13,,,,1
1645605128,AcceptabilityJudgment,33,0,13,3,NULL,10754,1
1645605128,AcceptabilityJudgment,50,0,22,,,,0
1645605128,AcceptabilityJudgment,50,0,22,1,NULL,6069,0
1645605128,AcceptabilityJudgment,34,0,14,,,,1
1645605128,AcceptabilityJudgment,34,0,14,7,NULL,8376,1
1645605128,AcceptabilityJudgment,53,0,23,,,,0
1645605128,AcceptabilityJudgment,53,0,23,1,NULL,10436,0
1645605592,AcceptabilityJudgment,54,0,24,,,,0
1645605592,AcceptabilityJudgment,54,0,24,1,NULL,11811,0
1645605592,AcceptabilityJudgment,41,0,17,,,,1
1645605592,AcceptabilityJudgment,41,0,17,7,NULL,7741,1
1645605592,AcceptabilityJudgment,46,0,20,,,,0
1645605592,AcceptabilityJudgment,46,0,20,2,NULL,16873,0
1645605592,AcceptabilityJudgment,37,0,15,,,,1
1645605592,AcceptabilityJudgment,37,0,15,7,NULL,7777,1
1645605592,AcceptabilityJudgment,50,0,22,,,,0
1645605592,AcceptabilityJudgment,50,0,22,3,NULL,5567,0
1645605592,AcceptabilityJudgment,33,0,13,,,,1
1645605592,AcceptabilityJudgment,33,0,13,5,NULL,11210,1
1645605592,AcceptabilityJudgment,49,0,21,,,,0
1645605592,AcceptabilityJudgment,49,0,21,3,NULL,5780,0
1645605592,AcceptabilityJudgment,42,0,18,,,,1
1645605592,AcceptabilityJudgment,42,0,18,6,NULL,12907,1
1645605592,AcceptabilityJudgment,53,0,23,,,,0
1645605592,AcceptabilityJudgment,53,0,23,6,NULL,8694,0
1645605592,AcceptabilityJudgment,38,0,16,,,,1
1645605592,AcceptabilityJudgment,38,0,16,7,NULL,5520,1
1645605592,AcceptabilityJudgment,45,0,19,,,,0
1645605592,AcceptabilityJudgment,45,0,19,2,NULL,8934,0
1645605592,AcceptabilityJudgment,34,0,14,,,,1
1645605592,AcceptabilityJudgment,34,0,14,4,NULL,10230,1
1645605614,AcceptabilityJudgment,43,0,18,,,,1
1645605614,AcceptabilityJudgment,43,0,18,7,NULL,8273,1
1645605614,AcceptabilityJudgment,48,0,21,,,,0
1645605614,AcceptabilityJudgment,48,0,21,1,NULL,9103,0
1645605614,AcceptabilityJudgment,36,0,15,,,,1
1645605614,AcceptabilityJudgment,36,0,15,7,NULL,7937,1
1645605614,AcceptabilityJudgment,55,0,24,,,,0
1645605614,AcceptabilityJudgment,55,0,24,1,NULL,6245,0
1645605614,AcceptabilityJudgment,35,0,14,,,,1
1645605614,AcceptabilityJudgment,35,0,14,1,NULL,3823,1
1645605614,AcceptabilityJudgment,51,0,22,,,,0
1645605614,AcceptabilityJudgment,51,0,22,1,NULL,6199,0
1645605614,AcceptabilityJudgment,40,0,17,,,,1
1645605614,AcceptabilityJudgment,40,0,17,7,NULL,8442,1
1645605614,AcceptabilityJudgment,47,0,20,,,,0
1645605614,AcceptabilityJudgment,47,0,20,1,NULL,7226,0
1645605614,AcceptabilityJudgment,32,0,13,,,,1
1645605614,AcceptabilityJudgment,32,0,13,7,NULL,3855,1
1645605614,AcceptabilityJudgment,44,0,19,,,,0
1645605614,AcceptabilityJudgment,44,0,19,1,NULL,3442,0
1645605614,AcceptabilityJudgment,39,0,16,,,,1
1645605614,AcceptabilityJudgment,39,0,16,7,NULL,8551,1
1645605614,AcceptabilityJudgment,52,0,23,,,,0
1645605614,AcceptabilityJudgment,52,0,23,1,NULL,9083,0
1645606349,AcceptabilityJudgment,36,0,15,,,,1
1645606349,AcceptabilityJudgment,36,0,15,4,NULL,3024,1
1645606349,AcceptabilityJudgment,44,0,19,,,,0
1645606349,AcceptabilityJudgment,44,0,19,1,NULL,4631,0
1645606349,AcceptabilityJudgment,35,0,14,,,,1
1645606349,AcceptabilityJudgment,35,0,14,5,NULL,11998,1
1645606349,AcceptabilityJudgment,47,0,20,,,,0
1645606349,AcceptabilityJudgment,47,0,20,1,NULL,6194,0
1645606349,AcceptabilityJudgment,40,0,17,,,,1
1645606349,AcceptabilityJudgment,40,0,17,3,NULL,15286,1
1645606349,AcceptabilityJudgment,52,0,23,,,,0
1645606349,AcceptabilityJudgment,52,0,23,1,NULL,4377,0
1645606349,AcceptabilityJudgment,43,0,18,,,,1
1645606349,AcceptabilityJudgment,43,0,18,7,NULL,3576,1
1645606349,AcceptabilityJudgment,55,0,24,,,,0
1645606349,AcceptabilityJudgment,55,0,24,1,NULL,7799,0
1645606349,AcceptabilityJudgment,32,0,13,,,,1
1645606349,AcceptabilityJudgment,32,0,13,7,NULL,4282,1
1645606349,AcceptabilityJudgment,51,0,22,,,,0
1645606349,AcceptabilityJudgment,51,0,22,1,NULL,4650,0
1645606349,AcceptabilityJudgment,39,0,16,,,,1
1645606349,AcceptabilityJudgment,39,0,16,5,NULL,8047,1
1645606349,AcceptabilityJudgment,48,0,21,,,,0
1645606349,AcceptabilityJudgment,48,0,21,1,NULL,2256,0
1645607738,AcceptabilityJudgment,53,0,23,,,,0
1645607738,AcceptabilityJudgment,53,0,23,4,NULL,11804,0
1645607738,AcceptabilityJudgment,37,0,15,,,,1
1645607738,AcceptabilityJudgment,37,0,15,5,NULL,7987,1
1645607738,AcceptabilityJudgment,50,0,22,,,,0
1645607738,AcceptabilityJudgment,50,0,22,3,NULL,6490,0
1645607738,AcceptabilityJudgment,42,0,18,,,,1
1645607738,AcceptabilityJudgment,42,0,18,7,NULL,12954,1
1645607738,AcceptabilityJudgment,54,0,24,,,,0
1645607738,AcceptabilityJudgment,54,0,24,1,NULL,4851,0
1645607738,AcceptabilityJudgment,34,0,14,,,,1
1645607738,AcceptabilityJudgment,34,0,14,7,NULL,8842,1
1645607738,AcceptabilityJudgment,49,0,21,,,,0
1645607738,AcceptabilityJudgment,49,0,21,1,NULL,11151,0
1645607738,AcceptabilityJudgment,41,0,17,,,,1
1645607738,AcceptabilityJudgment,41,0,17,7,NULL,6550,1
1645607738,AcceptabilityJudgment,46,0,20,,,,0
1645607738,AcceptabilityJudgment,46,0,20,1,NULL,16327,0
1645607738,AcceptabilityJudgment,33,0,13,,,,1
1645607738,AcceptabilityJudgment,33,0,13,7,NULL,7611,1
1645607738,AcceptabilityJudgment,45,0,19,,,,0
1645607738,AcceptabilityJudgment,45,0,19,1,NULL,5849,0
1645607738,AcceptabilityJudgment,38,0,16,,,,1
1645607738,AcceptabilityJudgment,38,0,16,7,NULL,4573,1
1645608303,AcceptabilityJudgment,39,0,16,,,,1
1645608303,AcceptabilityJudgment,39,0,16,7,NULL,14929,1
1645608303,AcceptabilityJudgment,48,0,21,,,,0
1645608303,AcceptabilityJudgment,48,0,21,1,NULL,5747,0
1645608303,AcceptabilityJudgment,36,0,15,,,,1
1645608303,AcceptabilityJudgment,36,0,15,7,NULL,12305,1
1645608303,AcceptabilityJudgment,44,0,19,,,,0
1645608303,AcceptabilityJudgment,44,0,19,1,NULL,2663,0
1645608303,AcceptabilityJudgment,32,0,13,,,,1
1645608303,AcceptabilityJudgment,32,0,13,7,NULL,7214,1
1645608303,AcceptabilityJudgment,47,0,20,,,,0
1645608303,AcceptabilityJudgment,47,0,20,1,NULL,4714,0
1645608303,AcceptabilityJudgment,43,0,18,,,,1
1645608303,AcceptabilityJudgment,43,0,18,7,NULL,11111,1
1645608303,AcceptabilityJudgment,52,0,23,,,,0
1645608303,AcceptabilityJudgment,52,0,23,1,NULL,5244,0
1645608303,AcceptabilityJudgment,40,0,17,,,,1
1645608303,AcceptabilityJudgment,40,0,17,6,NULL,9659,1
1645608303,AcceptabilityJudgment,51,0,22,,,,0
1645608303,AcceptabilityJudgment,51,0,22,1,NULL,5761,0
1645608303,AcceptabilityJudgment,35,0,14,,,,1
1645608303,AcceptabilityJudgment,35,0,14,6,NULL,6303,1
1645608303,AcceptabilityJudgment,55,0,24,,,,0
1645608303,AcceptabilityJudgment,55,0,24,1,NULL,6343,0
1645608336,AcceptabilityJudgment,32,0,13,,,,1
1645608336,AcceptabilityJudgment,32,0,13,5,NULL,58576,1
1645608336,AcceptabilityJudgment,47,0,20,,,,0
1645608336,AcceptabilityJudgment,47,0,20,1,NULL,14654,0
1645608336,AcceptabilityJudgment,35,0,14,,,,1
1645608336,AcceptabilityJudgment,35,0,14,6,NULL,28377,1
1645608336,AcceptabilityJudgment,51,0,22,,,,0
1645608336,AcceptabilityJudgment,51,0,22,1,NULL,13813,0
1645608336,AcceptabilityJudgment,43,0,18,,,,1
1645608336,AcceptabilityJudgment,43,0,18,7,NULL,14835,1
1645608336,AcceptabilityJudgment,52,0,23,,,,0
1645608336,AcceptabilityJudgment,52,0,23,1,NULL,11584,0
1645608336,AcceptabilityJudgment,36,0,15,,,,1
1645608336,AcceptabilityJudgment,36,0,15,7,NULL,14721,1
1645608336,AcceptabilityJudgment,44,0,19,,,,0
1645608336,AcceptabilityJudgment,44,0,19,1,NULL,3364,0
1645608336,AcceptabilityJudgment,39,0,16,,,,1
1645608336,AcceptabilityJudgment,39,0,16,4,NULL,15687,1
1645608336,AcceptabilityJudgment,55,0,24,,,,0
1645608336,AcceptabilityJudgment,55,0,24,1,NULL,8528,0
1645608336,AcceptabilityJudgment,40,0,17,,,,1
1645608336,AcceptabilityJudgment,40,0,17,6,NULL,21852,1
1645608336,AcceptabilityJudgment,48,0,21,,,,0
1645608336,AcceptabilityJudgment,48,0,21,1,NULL,2911,0
1645608561,AcceptabilityJudgment,53,0,23,,,,0
1645608561,AcceptabilityJudgment,53,0,23,1,NULL,6988,0
1645608561,AcceptabilityJudgment,42,0,18,,,,1
1645608561,AcceptabilityJudgment,42,0,18,7,NULL,7389,1
1645608561,AcceptabilityJudgment,50,0,22,,,,0
1645608561,AcceptabilityJudgment,50,0,22,1,NULL,3351,0
1645608561,AcceptabilityJudgment,34,0,14,,,,1
1645608561,AcceptabilityJudgment,34,0,14,7,NULL,4273,1
1645608561,AcceptabilityJudgment,45,0,19,,,,0
1645608561,AcceptabilityJudgment,45,0,19,1,NULL,2926,0
1645608561,AcceptabilityJudgment,38,0,16,,,,1
1645608561,AcceptabilityJudgment,38,0,16,7,NULL,4599,1
1645608561,AcceptabilityJudgment,54,0,24,,,,0
1645608561,AcceptabilityJudgment,54,0,24,1,NULL,3207,0
1645608561,AcceptabilityJudgment,33,0,13,,,,1
1645608561,AcceptabilityJudgment,33,0,13,7,NULL,9994,1
1645608561,AcceptabilityJudgment,46,0,20,,,,0
1645608561,AcceptabilityJudgment,46,0,20,1,NULL,5784,0
1645608561,AcceptabilityJudgment,37,0,15,,,,1
1645608561,AcceptabilityJudgment,37,0,15,7,NULL,7353,1
1645608561,AcceptabilityJudgment,49,0,21,,,,0
1645608561,AcceptabilityJudgment,49,0,21,1,NULL,2205,0
1645608561,AcceptabilityJudgment,41,0,17,,,,1
1645608561,AcceptabilityJudgment,41,0,17,7,NULL,3617,1
1645611204,AcceptabilityJudgment,41,0,17,,,,1
1645611204,AcceptabilityJudgment,41,0,17,7,NULL,20441,1
1645611204,AcceptabilityJudgment,49,0,21,,,,0
1645611204,AcceptabilityJudgment,49,0,21,2,NULL,6368,0
1645611204,AcceptabilityJudgment,34,0,14,,,,1
1645611204,AcceptabilityJudgment,34,0,14,6,NULL,3634,1
1645611204,AcceptabilityJudgment,53,0,23,,,,0
1645611204,AcceptabilityJudgment,53,0,23,2,NULL,4402,0
1645611204,AcceptabilityJudgment,33,0,13,,,,1
1645611204,AcceptabilityJudgment,33,0,13,6,NULL,13358,1
1645611204,AcceptabilityJudgment,54,0,24,,,,0
1645611204,AcceptabilityJudgment,54,0,24,1,NULL,6767,0
1645611204,AcceptabilityJudgment,38,0,16,,,,1
1645611204,AcceptabilityJudgment,38,0,16,7,NULL,8679,1
1645611204,AcceptabilityJudgment,46,0,20,,,,0
1645611204,AcceptabilityJudgment,46,0,20,1,NULL,7049,0
1645611204,AcceptabilityJudgment,42,0,18,,,,1
